%time,CO2air,co2_dos
43863.32986,630,0.002
43863.33333,656,0.0024
43863.33681,645,0.0021
43863.34028,648,0.0018
43863.34375,649,0.0015
43863.34722,600,0.0018
43863.35069,595,0.002
43863.35417,638,0.0023
43863.35764,706,0.0031
43863.36111,710,0.0038
43863.36458,716,0.0046
43863.36806,709,0.0032
43863.37153,692,0.0018
43863.375,648,0.0004
43863.37847,630,0.0005
43863.38194,663,0.0007
43863.38542,686,0.0009
43863.38889,656,0.0006
43863.39236,625,0.0004
43863.39583,648,0.0001
43863.39931,593,0.0009
43863.40278,633,0.0016
43863.40625,594,0.0023
43863.40972,700,0.0031
43863.41319,718,0.0039
43863.41667,700,0.0046
43863.42014,688,0.0031
43863.42361,665,0.0015
43863.42708,664,0
43863.43056,605,0
43863.43403,631,0
43863.4375,648,0
43863.44097,601,0.0005
43863.44444,603,0.001
43863.44792,630,0.0015
43863.45139,648,0.0016
43863.45486,654,0.0017
43863.45833,625,0.0018
43863.46181,600,0.002
43863.46528,643,0.0022
43863.46875,605,0.0025
43863.47222,647,0.0023
43863.47569,631,0.0021
43863.47917,644,0.0019
43863.48264,616,0.0021
43863.48611,611,0.0022
43863.48958,650,0.0024
43863.49306,669,0.0023
43863.49653,649,0.0022
43863.5,653,0.0021
43863.50347,635,0.0019
43863.50694,652,0.0017
43863.51042,601,0.0015
43863.51389,646,0.0016
43863.51736,611,0.0016
43863.52083,598,0.0016
43863.52431,664,0.0018
43863.52778,656,0.0019
43863.53125,616,0.002
43863.53472,605,0.0022
43863.53819,631,0.0024
43863.54167,588,0.0025
43863.54514,691,0.0028
43863.54861,672,0.0031
43863.55208,677,0.0034
43863.55556,616,0.0028
43863.55903,629,0.0021
43863.5625,603,0.0015
43863.56597,639,0.002
43863.56944,605,0.0024
43863.57292,673,0.0029
43863.57639,626,0.0024
43863.57986,608,0.0019
43863.58333,600,0.0014
43863.58681,581,0.0025
43863.59028,606,0.0036
43863.59375,673,0.0047
43863.59722,644,0.004
43863.60069,589,0.0032
43863.60417,605,0.0025
43863.60764,667,0.0026
43863.61111,620,0.0028
43863.61458,606,0.0029
43863.61806,626,0.003
43863.62153,588,0.0031
43863.625,598,0.0032
43863.62847,678,0.0035
43863.63194,666,0.0037
43863.63542,622,0.004
43863.63889,652,0.0033
43863.64236,605,0.0026
43863.64583,632,0.0018
43863.64931,583,0.0024
43863.65278,626,0.003
43863.65625,631,0.0036
43863.65972,625,0.003
43863.66319,615,0.0025
43863.66667,619,0.0019
43863.67014,589,0.003
43863.67361,675,0.0041
43863.67708,674,0.0052
43863.68056,670,0.0035
43863.68403,625,0.0018
43863.6875,601,0.0001
43863.69097,601,0.0011
43863.69444,591,0.002
43863.69792,631,0.0029
43863.70139,666,0.0031
43863.70486,672,0.0032
43863.70833,665,0.0034
43863.71181,606,0.0028
43863.71528,651,0.0021
43863.71875,599,0.0015
43863.72222,595,0.001
43863.72569,610,0.0005
43863.72917,590,0
43863.73264,606,0
43863.73611,564,0
43863.73958,567,0
43863.74306,564,0
43863.74653,582,0
43863.75,548,0
43863.75347,525,0
43863.75694,485,0
43863.76042,477,0
43863.76389,470,0.0005
43863.76736,494,0.0009
43863.77083,473,0.0014
43863.77431,476,0.0014
43863.77778,473,0.0015
43863.78125,482,0.0016
43863.78472,479,0.0015
43863.78819,473,0.0015
43863.79167,478,0.0015
43863.79514,485,0.001
43863.79861,493,0.0006
43863.80208,482,0.0001
43863.80556,489,0.0001
43863.80903,512,0.0001
43863.8125,487,0
43863.81597,502,0
43863.81944,498,0
43863.82292,492,0
43863.82639,482,0
43863.82986,487,0
43863.83333,505,0
43863.83681,486,0
43863.84028,500,0
43863.84375,518,0
43863.84722,492,0
43863.85069,493,0
43863.85417,504,0
43863.85764,514,0
43863.86111,506,0
43863.86458,500,0
43863.86806,535,0
43863.87153,509,0
43863.875,518,0
43863.87847,509,0
43863.88194,510,0
43863.88542,517,0
43863.88889,551,0
43863.89236,531,0
43863.89583,518,0
43863.89931,509,0
43863.90278,546,0
43863.90625,509,0
43863.90972,562,0
43863.91319,538,0
43863.91667,561,0
43863.92014,514,0
43863.92361,551,0
43863.92708,551,0
43863.93056,526,0
43863.93403,531,0
43863.9375,569,0
43863.94097,567,0
43863.94444,530,0
43863.94792,566,0
43863.95139,567,0
43863.95486,569,0
43863.95833,579,0
43863.96181,569,0
43863.96528,535,0
43863.96875,555,0
43863.97222,558,0
43863.97569,575,0
43863.97917,539,0
43863.98264,580,0
43863.98611,536,0
43863.98958,575,0
43863.99306,553,0
43863.99653,579,0
43864,544,0
43864.00347,571,0.0029
43864.00694,688,0.0058
43864.01042,666,0.0088
43864.01389,595,0.0068
43864.01736,615,0.0047
43864.02083,617,0.0027
43864.02431,669,0.0018
43864.02778,634,0.0009
43864.03125,582,0.0001
43864.03472,623,0.0004
43864.03819,626,0.0008
43864.04167,656,0.0011
43864.04514,606,0.0013
43864.04861,635,0.0014
43864.05208,625,0.0015
43864.05556,578,0.0031
43864.05903,683,0.0048
43864.0625,720,0.0064
43864.06597,706,0.0045
43864.06944,675,0.0026
43864.07292,656,0.0006
43864.07639,628,0.0004
43864.07986,622,0.0002
43864.08333,573,0
43864.08681,622,0.0007
43864.09028,645,0.0013
43864.09375,637,0.002
43864.09722,601,0.0024
43864.10069,617,0.0029
43864.10417,606,0.0034
43864.10764,713,0.0035
43864.11111,704,0.0036
43864.11458,637,0.0037
43864.11806,683,0.0029
43864.12153,624,0.0021
43864.125,649,0.0013
43864.12847,635,0.0015
43864.13194,621,0.0017
43864.13542,598,0.0019
43864.13889,678,0.0021
43864.14236,669,0.0023
43864.14583,636,0.0025
43864.14931,624,0.0023
43864.15278,634,0.0021
43864.15625,613,0.0019
43864.15972,651,0.002
43864.16319,640,0.0021
43864.16667,628,0.0023
43864.17014,639,0.0021
43864.17361,631,0.0019
43864.17708,620,0.0018
43864.18056,620,0.0017
43864.18403,625,0.0015
43864.1875,605,0.0014
43864.19097,584,0.0023
43864.19444,600,0.0032
43864.19792,674,0.004
43864.20139,678,0.0034
43864.20486,638,0.0028
43864.20833,622,0.0022
43864.21181,639,0.0022
43864.21528,641,0.0022
43864.21875,627,0.0023
43864.22222,628,0.0025
43864.22569,664,0.0027
43864.22917,635,0.003
43864.23264,648,0.0028
43864.23611,632,0.0026
43864.23958,665,0.0024
43864.24306,639,0.0024
43864.24653,652,0.0023
43864.25,632,0.0023
43864.25347,644,0.002
43864.25694,613,0.0018
43864.26042,647,0.0015
43864.26389,601,0.0018
43864.26736,630,0.0021
43864.27083,626,0.0025
43864.27431,636,0.0023
43864.27778,603,0.0021
43864.28125,648,0.0019
43864.28472,604,0.002
43864.28819,634,0.0022
43864.29167,603,0.0023
43864.29514,630,0.0021
43864.29861,607,0.002
43864.30208,636,0.0018
43864.30556,589,0.0021
43864.30903,632,0.0023
43864.3125,609,0.0026
43864.31597,625,0.0024
43864.31944,617,0.0023
43864.32292,648,0.0022
43864.32639,584,0.0025
43864.32986,644,0.0029
43864.33333,645,0.0032
43864.33681,634,0.0031
43864.34028,673,0.003
43864.34375,625,0.0028
43864.34722,647,0.0026
43864.35069,649,0.0024
43864.35417,650,0.0022
43864.35764,627,0.002
43864.36111,638,0.0018
43864.36458,642,0.0016
43864.36806,594,0.0019
43864.37153,653,0.0022
43864.375,617,0.0025
43864.37847,646,0.0023
43864.38194,594,0.0022
43864.38542,645,0.002
43864.38889,637,0.0024
43864.39236,661,0.0027
43864.39583,648,0.0031
43864.39931,617,0.0031
43864.40278,672,0.0032
43864.40625,645,0.0033
43864.40972,662,0.0026
43864.41319,656,0.0019
43864.41667,608,0.0013
43864.42014,594,0.002
43864.42361,627,0.0026
43864.42708,599,0.0033
43864.43056,672,0.0033
43864.43403,634,0.0033
43864.4375,594,0.0033
43864.44097,689,0.0032
43864.44444,682,0.003
43864.44792,603,0.0028
43864.45139,610,0.0026
43864.45486,616,0.0023
43864.45833,594,0.0021
43864.46181,603,0.0028
43864.46528,635,0.0035
43864.46875,606,0.0042
43864.47222,640,0.0038
43864.47569,594,0.0034
43864.47917,626,0.003
43864.48264,611,0.0032
43864.48611,593,0.0035
43864.48958,592,0.0037
43864.49306,669,0.0037
43864.49653,622,0.0036
43864.5,633,0.0036
43864.50347,601,0.0037
43864.50694,642,0.0038
43864.51042,606,0.0039
43864.51389,599,0.0038
43864.51736,568,0.0037
43864.52083,624,0.0036
43864.52431,621,0.0037
43864.52778,583,0.0037
43864.53125,605,0.0037
43864.53472,606,0.0038
43864.53819,616,0.0038
43864.54167,595,0.0039
43864.54514,579,0.0039
43864.54861,617,0.0039
43864.55208,616,0.0039
43864.55556,589,0.0039
43864.55903,575,0.0039
43864.5625,640,0.0039
43864.56597,638,0.0036
43864.56944,631,0.0033
43864.57292,601,0.003
43864.57639,578,0.0032
43864.57986,587,0.0034
43864.58333,639,0.0035
43864.58681,598,0.0034
43864.59028,629,0.0032
43864.59375,588,0.003
43864.59722,589,0.0036
43864.60069,633,0.0041
43864.60417,678,0.0047
43864.60764,621,0.0039
43864.61111,619,0.0031
43864.61458,594,0.0023
43864.61806,624,0.0026
43864.62153,642,0.0029
43864.625,605,0.0032
43864.62847,603,0.003
43864.63194,598,0.0028
43864.63542,559,0.0026
43864.63889,668,0.0028
43864.64236,654,0.003
43864.64583,609,0.0031
43864.64931,593,0.0039
43864.65278,661,0.0047
43864.65625,686,0.0055
43864.65972,695,0.0041
43864.66319,678,0.0026
43864.66667,665,0.0012
43864.67014,608,0.0012
43864.67361,598,0.0011
43864.67708,648,0.001
43864.68056,636,0.0011
43864.68403,603,0.0013
43864.6875,622,0.0014
43864.69097,611,0.002
43864.69444,667,0.0026
43864.69792,662,0.0032
43864.70139,617,0.0029
43864.70486,593,0.0025
43864.70833,666,0.0021
43864.71181,672,0.0024
43864.71528,689,0.0026
43864.71875,647,0.0029
43864.72222,683,0.0019
43864.72569,657,0.001
43864.72917,667,0
43864.73264,621,0
43864.73611,666,0
43864.73958,656,0
43864.74306,606,0
43864.74653,643,0
43864.75,598,0
43864.75347,564,0
43864.75694,522,0
43864.76042,503,0
43864.76389,493,0
43864.76736,502,0
43864.77083,479,0
43864.77431,490,0.0002
43864.77778,490,0.0004
43864.78125,486,0.0006
43864.78472,496,0.0008
43864.78819,512,0.0009
43864.79167,495,0.001
43864.79514,498,0.0006
43864.79861,511,0.0003
43864.80208,495,0
43864.80556,504,0
43864.80903,529,0
43864.8125,513,0
43864.81597,503,0
43864.81944,511,0
43864.82292,503,0
43864.82639,513,0
43864.82986,525,0
43864.83333,526,0
43864.83681,522,0
43864.84028,513,0
43864.84375,547,0
43864.84722,537,0
43864.85069,559,0
43864.85417,521,0
43864.85764,565,0
43864.86111,567,0
43864.86458,569,0
43864.86806,567,0
43864.87153,569,0
43864.875,561,0
43864.87847,577,0
43864.88194,558,0
43864.88542,581,0
43864.88889,550,0
43864.89236,567,0
43864.89583,575,0
43864.89931,581,0
43864.90278,594,0
43864.90625,569,0
43864.90972,569,0
43864.91319,583,0
43864.91667,560,0
43864.92014,554,0
43864.92361,604,0
43864.92708,585,0
43864.93056,603,0
43864.93403,616,0
43864.9375,563,0
43864.94097,606,0
43864.94444,580,0
43864.94792,566,0
43864.95139,563,0
43864.95486,560,0
43864.95833,603,0
43864.96181,600,0
43864.96528,573,0
43864.96875,614,0
43864.97222,606,0
43864.97569,567,0
43864.97917,620,0
43864.98264,612,0
43864.98611,589,0
43864.98958,585,0
43864.99306,627,0
43864.99653,611,0
43865,591,0
43865.00347,616,0.0021
43865.00694,642,0.0041
43865.01042,599,0.0062
43865.01389,572,0.0049
43865.01736,619,0.0036
43865.02083,606,0.0023
43865.02431,617,0.0019
43865.02778,608,0.0015
43865.03125,633,0.001
43865.03472,596,0.0011
43865.03819,625,0.0012
43865.04167,633,0.0013
43865.04514,632,0.0016
43865.04861,627,0.002
43865.05208,655,0.0023
43865.05556,642,0.0018
43865.05903,634,0.0013
43865.0625,625,0.0007
43865.06597,564,0.0021
43865.06944,631,0.0035
43865.07292,709,0.0049
43865.07639,695,0.0033
43865.07986,633,0.0017
43865.08333,630,0.0002
43865.08681,614,0.0003
43865.09028,621,0.0004
43865.09375,590,0.0005
43865.09722,624,0.0015
43865.10069,609,0.0025
43865.10417,641,0.0034
43865.10764,689,0.0034
43865.11111,661,0.0033
43865.11458,669,0.0032
43865.11806,668,0.0025
43865.12153,612,0.0017
43865.125,645,0.001
43865.12847,622,0.0014
43865.13194,598,0.0019
43865.13542,637,0.0023
43865.13889,681,0.0023
43865.14236,629,0.0023
43865.14583,630,0.0023
43865.14931,662,0.0024
43865.15278,659,0.0024
43865.15625,642,0.0025
43865.15972,641,0.0018
43865.16319,588,0.0012
43865.16667,582,0.0006
43865.17014,627,0.0025
43865.17361,669,0.0044
43865.17708,702,0.0064
43865.18056,702,0.0049
43865.18403,697,0.0033
43865.1875,633,0.0018
43865.19097,661,0.0013
43865.19444,642,0.0008
43865.19792,637,0.0003
43865.20139,603,0.001
43865.20486,638,0.0016
43865.20833,635,0.0023
43865.21181,647,0.002
43865.21528,594,0.0018
43865.21875,637,0.0016
43865.22222,631,0.0013
43865.22569,598,0.0011
43865.22917,581,0.0008
43865.23264,587,0.0024
43865.23611,637,0.0039
43865.23958,648,0.0055
43865.24306,714,0.0049
43865.24653,689,0.0044
43865.25,690,0.0039
43865.25347,673,0.0028
43865.25694,664,0.0017
43865.26042,636,0.0006
43865.26389,635,0.0007
43865.26736,635,0.0009
43865.27083,603,0.0011
43865.27431,642,0.0016
43865.27778,647,0.0021
43865.28125,658,0.0025
43865.28472,626,0.0021
43865.28819,627,0.0017
43865.29167,623,0.0012
43865.29514,587,0.002
43865.29861,648,0.0027
43865.30208,683,0.0035
43865.30556,628,0.0031
43865.30903,653,0.0028
43865.3125,650,0.0024
43865.31597,639,0.002
43865.31944,629,0.0015
43865.32292,585,0.001
43865.32639,621,0.0024
43865.32986,708,0.0039
43865.33333,678,0.0053
43865.33681,626,0.0047
43865.34028,686,0.0042
43865.34375,651,0.0036
43865.34722,643,0.0025
43865.35069,622,0.0014
43865.35417,640,0.0003
43865.35764,605,0.0004
43865.36111,586,0.0005
43865.36458,606,0.0007
43865.36806,668,0.0013
43865.37153,667,0.0018
43865.375,611,0.0024
43865.37847,645,0.002
43865.38194,645,0.0015
43865.38542,604,0.001
43865.38889,592,0.0022
43865.39236,652,0.0034
43865.39583,685,0.0046
43865.39931,662,0.0037
43865.40278,664,0.0028
43865.40625,654,0.0019
43865.40972,623,0.0016
43865.41319,591,0.0014
43865.41667,603,0.0012
43865.42014,664,0.0016
43865.42361,623,0.0021
43865.42708,655,0.0026
43865.43056,630,0.0024
43865.43403,594,0.0023
43865.4375,619,0.0022
43865.44097,667,0.0025
43865.44444,662,0.0027
43865.44792,664,0.003
43865.45139,592,0.0022
43865.45486,609,0.0014
43865.45833,590,0.0006
43865.46181,583,0.0026
43865.46528,669,0.0045
43865.46875,689,0.0065
43865.47222,665,0.0048
43865.47569,663,0.0031
43865.47917,656,0.0014
43865.48264,615,0.0012
43865.48611,610,0.0009
43865.48958,582,0.0007
43865.49306,592,0.0022
43865.49653,674,0.0038
43865.5,670,0.0053
43865.50347,619,0.0041
43865.50694,598,0.0028
43865.51042,616,0.0015
43865.51389,617,0.0022
43865.51736,620,0.003
43865.52083,662,0.0037
43865.52431,606,0.0036
43865.52778,584,0.0035
43865.53125,648,0.0034
43865.53472,667,0.0035
43865.53819,669,0.0035
43865.54167,663,0.0036
43865.54514,595,0.003
43865.54861,591,0.0025
43865.55208,609,0.0019
43865.55556,609,0.0027
43865.55903,647,0.0035
43865.5625,621,0.0042
43865.56597,636,0.0039
43865.56944,581,0.0035
43865.57292,628,0.0032
43865.57639,678,0.0036
43865.57986,677,0.004
43865.58333,669,0.0044
43865.58681,640,0.004
43865.59028,675,0.0035
43865.59375,663,0.003
43865.59722,613,0.0031
43865.60069,658,0.0033
43865.60417,661,0.0034
43865.60764,647,0.0027
43865.61111,601,0.002
43865.61458,592,0.0012
43865.61806,598,0.002
43865.62153,601,0.0027
43865.625,617,0.0035
43865.62847,619,0.0033
43865.63194,619,0.0032
43865.63542,588,0.003
43865.63889,649,0.0033
43865.64236,652,0.0036
43865.64583,643,0.0039
43865.64931,665,0.003
43865.65278,622,0.0022
43865.65625,612,0.0013
43865.65972,605,0.0015
43865.66319,603,0.0017
43865.66667,609,0.0018
43865.67014,604,0.0021
43865.67361,633,0.0024
43865.67708,588,0.0027
43865.68056,656,0.0032
43865.68403,689,0.0036
43865.6875,673,0.0041
43865.69097,669,0.0035
43865.69444,645,0.0028
43865.69792,669,0.0021
43865.70139,662,0.0016
43865.70486,603,0.001
43865.70833,606,0.0004
43865.71181,646,0.0007
43865.71528,609,0.0009
43865.71875,614,0.0012
43865.72222,585,0.0008
43865.72569,601,0.0004
43865.72917,592,0
43865.73264,619,0
43865.73611,585,0
43865.73958,603,0
43865.74306,564,0
43865.74653,573,0
43865.75,552,0
43865.75347,536,0
43865.75694,500,0
43865.76042,478,0
43865.76389,479,0
43865.76736,487,0.0001
43865.77083,481,0.0001
43865.77431,499,0.0005
43865.77778,482,0.0009
43865.78125,492,0.0013
43865.78472,492,0.0013
43865.78819,492,0.0013
43865.79167,492,0.0013
43865.79514,526,0.0008
43865.79861,525,0.0004
43865.80208,522,0
43865.80556,500,0
43865.80903,509,0
43865.8125,511,0
43865.81597,532,0
43865.81944,516,0
43865.82292,545,0
43865.82639,518,0
43865.82986,558,0
43865.83333,547,0
43865.83681,566,0
43865.84028,528,0
43865.84375,554,0
43865.84722,570,0
43865.85069,570,0
43865.85417,577,0
43865.85764,572,0
43865.86111,587,0
43865.86458,573,0
43865.86806,589,0
43865.87153,572,0
43865.875,573,0
43865.87847,572,0
43865.88194,563,0
43865.88542,558,0
43865.88889,591,0
43865.89236,595,0
43865.89583,553,0
43865.89931,578,0
43865.90278,605,0
43865.90625,615,0
43865.90972,598,0
43865.91319,578,0
43865.91667,587,0
43865.92014,569,0
43865.92361,612,0
43865.92708,594,0
43865.93056,621,0
43865.93403,625,0
43865.9375,613,0
43865.94097,570,0
43865.94444,626,0
43865.94792,578,0
43865.95139,600,0
43865.95486,622,0
43865.95833,621,0
43865.96181,614,0
43865.96528,626,0
43865.96875,600,0
43865.97222,621,0
43865.97569,646,0
43865.97917,640,0
43865.98264,658,0
43865.98611,643,0
43865.98958,644,0
43865.99306,642,0
43865.99653,645,0
43866,597,0
43866.00347,614,0
43866.00694,624,0
43866.01042,619,0
43866.01389,569,0.0017
43866.01736,642,0.0034
43866.02083,610,0.0051
43866.02431,609,0.0044
43866.02778,612,0.0037
43866.03125,672,0.003
43866.03472,670,0.0021
43866.03819,653,0.0013
43866.04167,638,0.0004
43866.04514,627,0.0005
43866.04861,622,0.0006
43866.05208,606,0.0007
43866.05556,636,0.001
43866.05903,658,0.0013
43866.0625,620,0.0017
43866.06597,631,0.0013
43866.06944,631,0.0009
43866.07292,566,0.0004
43866.07639,633,0.0013
43866.07986,666,0.0021
43866.08333,658,0.003
43866.08681,659,0.0022
43866.09028,645,0.0015
43866.09375,637,0.0007
43866.09722,603,0.0006
43866.10069,591,0.0006
43866.10417,631,0.0005
43866.10764,607,0.0011
43866.11111,645,0.0017
43866.11458,629,0.0022
43866.11806,639,0.0015
43866.12153,588,0.0008
43866.125,612,0.0002
43866.12847,573,0.001
43866.13194,639,0.0018
43866.13542,644,0.0026
43866.13889,645,0.002
43866.14236,617,0.0015
43866.14583,631,0.0009
43866.14931,594,0.0014
43866.15278,630,0.0019
43866.15625,649,0.0024
43866.15972,645,0.002
43866.16319,629,0.0017
43866.16667,612,0.0013
43866.17014,651,0.0016
43866.17361,651,0.0018
43866.17708,653,0.0021
43866.18056,638,0.0016
43866.18403,648,0.0012
43866.1875,630,0.0007
43866.19097,587,0.0009
43866.19444,587,0.001
43866.19792,611,0.0012
43866.20139,663,0.0019
43866.20486,694,0.0026
43866.20833,673,0.0034
43866.21181,652,0.0024
43866.21528,659,0.0015
43866.21875,633,0.0005
43866.22222,605,0.0006
43866.22569,646,0.0007
43866.22917,633,0.0008
43866.23264,590,0.0012
43866.23611,637,0.0016
43866.23958,625,0.0019
43866.24306,663,0.0018
43866.24653,641,0.0016
43866.25,625,0.0014
43866.25347,643,0.0014
43866.25694,617,0.0013
43866.26042,642,0.0013
43866.26389,639,0.0013
43866.26736,637,0.0014
43866.27083,638,0.0014
43866.27431,624,0.0012
43866.27778,620,0.001
43866.28125,616,0.0009
43866.28472,617,0.0014
43866.28819,625,0.0019
43866.29167,667,0.0025
43866.29514,657,0.002
43866.29861,645,0.0016
43866.30208,630,0.0012
43866.30556,631,0.0014
43866.30903,645,0.0016
43866.3125,642,0.0018
43866.31597,656,0.0013
43866.31944,611,0.0007
43866.32292,594,0.0002
43866.32639,623,0.0006
43866.32986,600,0.0011
43866.33333,647,0.0015
43866.33681,652,0.0014
43866.34028,646,0.0013
43866.34375,595,0.0012
43866.34722,626,0.0023
43866.35069,689,0.0033
43866.35417,680,0.0043
43866.35764,654,0.0036
43866.36111,645,0.0029
43866.36458,658,0.0021
43866.36806,663,0.0018
43866.37153,652,0.0015
43866.375,652,0.0012
43866.37847,647,0.0008
43866.38194,605,0.0004
43866.38542,587,0
43866.38889,626,0.0006
43866.39236,672,0.0013
43866.39583,648,0.0019
43866.39931,653,0.0013
43866.40278,610,0.0007
43866.40625,594,0
43866.40972,605,0.0005
43866.41319,619,0.001
43866.41667,647,0.0015
43866.42014,616,0.0017
43866.42361,637,0.0018
43866.42708,595,0.002
43866.43056,670,0.0019
43866.43403,663,0.0018
43866.4375,627,0.0017
43866.44097,606,0.0016
43866.44444,595,0.0015
43866.44792,590,0.0014
43866.45139,686,0.0016
43866.45486,639,0.0019
43866.45833,626,0.0021
43866.46181,638,0.0018
43866.46528,612,0.0015
43866.46875,593,0.0012
43866.47222,611,0.0016
43866.47569,630,0.0021
43866.47917,599,0.0025
43866.48264,622,0.0025
43866.48611,629,0.0025
43866.48958,642,0.0025
43866.49306,605,0.0022
43866.49653,593,0.0019
43866.5,619,0.0015
43866.50347,604,0.0019
43866.50694,609,0.0024
43866.51042,600,0.0028
43866.51389,586,0.0028
43866.51736,576,0.0028
43866.52083,564,0.0028
43866.52431,625,0.0042
43866.52778,680,0.0056
43866.53125,644,0.0069
43866.53472,651,0.0047
43866.53819,593,0.0024
43866.54167,566,0.0002
43866.54514,564,0.002
43866.54861,584,0.0038
43866.55208,630,0.0056
43866.55556,620,0.0056
43866.55903,633,0.0055
43866.5625,649,0.0054
43866.56597,642,0.0047
43866.56944,658,0.0041
43866.57292,604,0.0034
43866.57639,582,0.0032
43866.57986,573,0.0031
43866.58333,568,0.0029
43866.58681,607,0.0045
43866.59028,634,0.0061
43866.59375,675,0.0077
43866.59722,697,0.007
43866.60069,746,0.0063
43866.60417,716,0.0056
43866.60764,646,0.004
43866.61111,672,0.0024
43866.61458,631,0.0008
43866.61806,617,0.001
43866.62153,601,0.0012
43866.625,581,0.0014
43866.62847,567,0.0027
43866.63194,583,0.0039
43866.63542,585,0.0052
43866.63889,688,0.0065
43866.64236,707,0.0078
43866.64583,744,0.0091
43866.64931,765,0.0071
43866.65278,721,0.005
43866.65625,741,0.003
43866.65972,710,0.0034
43866.66319,744,0.0038
43866.66667,736,0.0042
43866.67014,726,0.0031
43866.67361,722,0.002
43866.67708,678,0.0009
43866.68056,680,0.0006
43866.68403,657,0.0003
43866.6875,615,0
43866.69097,620,0.0002
43866.69444,631,0.0004
43866.69792,601,0.0007
43866.70139,611,0.0018
43866.70486,663,0.003
43866.70833,664,0.0041
43866.71181,601,0.003
43866.71528,626,0.0019
43866.71875,586,0.0007
43866.72222,594,0.0005
43866.72569,590,0.0002
43866.72917,579,0
43866.73264,567,0
43866.73611,578,0
43866.73958,572,0
43866.74306,593,0
43866.74653,547,0
43866.75,547,0
43866.75347,532,0
43866.75694,523,0
43866.76042,519,0
43866.76389,516,0
43866.76736,502,0
43866.77083,507,0
43866.77431,516,0.0004
43866.77778,506,0.0007
43866.78125,507,0.001
43866.78472,526,0.001
43866.78819,525,0.0011
43866.79167,509,0.0011
43866.79514,516,0.0007
43866.79861,537,0.0004
43866.80208,509,0
43866.80556,556,0
43866.80903,529,0
43866.8125,526,0
43866.81597,511,0
43866.81944,542,0
43866.82292,524,0
43866.82639,564,0
43866.82986,569,0
43866.83333,524,0
43866.83681,530,0
43866.84028,565,0
43866.84375,573,0
43866.84722,548,0
43866.85069,536,0
43866.85417,564,0
43866.85764,582,0
43866.86111,583,0
43866.86458,574,0
43866.86806,565,0
43866.87153,550,0
43866.875,580,0
43866.87847,558,0
43866.88194,598,0
43866.88542,587,0
43866.88889,592,0
43866.89236,569,0
43866.89583,595,0
43866.89931,603,0
43866.90278,562,0
43866.90625,581,0
43866.90972,583,0
43866.91319,578,0
43866.91667,569,0
43866.92014,622,0
43866.92361,598,0
43866.92708,583,0
43866.93056,620,0
43866.93403,620,0
43866.9375,575,0
43866.94097,616,0
43866.94444,616,0
43866.94792,590,0
43866.95139,609,0
43866.95486,628,0
43866.95833,595,0
43866.96181,631,0
43866.96528,590,0
43866.96875,617,0
43866.97222,594,0
43866.97569,625,0
43866.97917,629,0
43866.98264,638,0
43866.98611,596,0
43866.98958,625,0
43866.99306,616,0
43866.99653,648,0
43867,667,0
43867.00347,644,0.0021
43867.00694,604,0.0043
43867.01042,682,0.0064
43867.01389,652,0.0046
43867.01736,606,0.0027
43867.02083,620,0.0009
43867.02431,609,0.0006
43867.02778,621,0.0003
43867.03125,601,0
43867.03472,571,0.0004
43867.03819,587,0.0007
43867.04167,666,0.001
43867.04514,693,0.0015
43867.04861,685,0.0021
43867.05208,635,0.0026
43867.05556,656,0.002
43867.05903,630,0.0014
43867.0625,634,0.0009
43867.06597,637,0.0007
43867.06944,637,0.0005
43867.07292,584,0.0004
43867.07639,607,0.001
43867.07986,637,0.0016
43867.08333,637,0.0021
43867.08681,630,0.0016
43867.09028,595,0.0011
43867.09375,584,0.0006
43867.09722,627,0.0026
43867.10069,710,0.0047
43867.10417,726,0.0067
43867.10764,700,0.0046
43867.11111,686,0.0024
43867.11458,636,0.0002
43867.11806,627,0.0002
43867.12153,640,0.0001
43867.125,641,0
43867.12847,623,0.0003
43867.13194,620,0.0005
43867.13542,651,0.0008
43867.13889,631,0.0008
43867.14236,636,0.0009
43867.14583,593,0.0009
43867.14931,633,0.0015
43867.15278,637,0.0021
43867.15625,649,0.0027
43867.15972,644,0.0022
43867.16319,639,0.0018
43867.16667,647,0.0013
43867.17014,595,0.0012
43867.17361,600,0.001
43867.17708,583,0.0009
43867.18056,650,0.0014
43867.18403,647,0.002
43867.1875,635,0.0025
43867.19097,643,0.0021
43867.19444,621,0.0016
43867.19792,643,0.0012
43867.20139,604,0.0013
43867.20486,598,0.0014
43867.20833,590,0.0015
43867.21181,673,0.0025
43867.21528,708,0.0035
43867.21875,669,0.0046
43867.22222,667,0.0037
43867.22569,673,0.0027
43867.22917,652,0.0018
43867.23264,668,0.0012
43867.23611,638,0.0006
43867.23958,614,0
43867.24306,625,0
43867.24653,606,0
43867.25,585,0
43867.25347,628,0.0012
43867.25694,680,0.0024
43867.26042,635,0.0035
43867.26389,679,0.0028
43867.26736,647,0.002
43867.27083,620,0.0012
43867.27431,637,0.0015
43867.27778,632,0.0018
43867.28125,637,0.0021
43867.28472,684,0.0018
43867.28819,641,0.0014
43867.29167,612,0.001
43867.29514,639,0.0011
43867.29861,635,0.0011
43867.30208,596,0.0012
43867.30556,641,0.0014
43867.30903,652,0.0016
43867.3125,650,0.0019
43867.31597,600,0.0015
43867.31944,615,0.0012
43867.32292,585,0.0009
43867.32639,650,0.0019
43867.32986,697,0.0029
