%time,CO2air,co2_dos
43917.09028,1011,0.0048
43917.09375,1026,0.0068
43917.09722,1006,0.0047
43917.10069,984,0.0026
43917.10417,956,0.0004
43917.10764,949,0.0003
43917.11111,938,0.0001
43917.11458,911,0
43917.11806,876,0.0003
43917.12153,905,0.0007
43917.125,949,0.001
43917.12847,979,0.0011
43917.13194,959,0.0012
43917.13542,935,0.0012
43917.13889,912,0.0008
43917.14236,891,0.0005
43917.14583,881,0.0001
43917.14931,912,0.0016
43917.15278,974,0.0031
43917.15625,981,0.0046
43917.15972,942,0.0031
43917.16319,887,0.0015
43917.16667,887,0
43917.17014,934,0.0008
43917.17361,970,0.0016
43917.17708,945,0.0024
43917.18056,932,0.0017
43917.18403,891,0.001
43917.1875,890,0.0004
43917.19097,934,0.0011
43917.19444,949,0.0018
43917.19792,944,0.0025
43917.20139,924,0.0018
43917.20486,863,0.0012
43917.20833,898,0.0005
43917.21181,943,0.0014
43917.21528,976,0.0023
43917.21875,944,0.0031
43917.22222,929,0.0023
43917.22569,884,0.0015
43917.22917,893,0.0008
43917.23264,957,0.0012
43917.23611,961,0.0017
43917.23958,931,0.0022
43917.24306,895,0.0025
43917.24653,876,0.0028
43917.25,930,0.0031
43917.25347,960,0.0031
43917.25694,951,0.0031
43917.26042,916,0.0031
43917.26389,880,0.0026
43917.26736,912,0.002
43917.27083,891,0.0014
43917.27431,888,0.0019
43917.27778,928,0.0024
43917.28125,940,0.0029
43917.28472,915,0.0025
43917.28819,884,0.002
43917.29167,929,0.0016
43917.29514,913,0.0017
43917.29861,903,0.0018
43917.30208,917,0.0018
43917.30556,931,0.0017
43917.30903,915,0.0015
43917.3125,908,0.0014
43917.31597,895,0.0019
43917.31944,924,0.0024
43917.32292,953,0.0029
43917.32639,932,0.0021
43917.32986,902,0.0014
43917.33333,924,0.0007
43917.33681,909,0.0013
43917.34028,906,0.002
43917.34375,902,0.0027
43917.34722,909,0.0029
43917.35069,885,0.003
43917.35417,909,0.0032
43917.35764,927,0.0031
43917.36111,906,0.003
43917.36458,895,0.0029
43917.36806,896,0.0031
43917.37153,917,0.0032
43917.375,896,0.0034
43917.37847,893,0.0042
43917.38194,957,0.005
43917.38542,892,0.0057
43917.38889,898,0.0052
43917.39236,912,0.0046
43917.39583,864,0.0041
43917.39931,895,0.0043
43917.40278,913,0.0044
43917.40625,856,0.0046
43917.40972,853,0.0049
43917.41319,865,0.0052
43917.41667,868,0.0055
43917.42014,872,0.0062
43917.42361,888,0.0069
43917.42708,872,0.0076
43917.43056,844,0.0074
43917.43403,839,0.0072
43917.4375,866,0.0071
43917.44097,921,0.0069
43917.44444,929,0.0067
43917.44792,884,0.0066
43917.45139,813,0.0061
43917.45486,832,0.0057
43917.45833,845,0.0052
43917.46181,834,0.0061
43917.46528,866,0.007
43917.46875,872,0.0079
43917.47222,869,0.0072
43917.47569,850,0.0065
43917.47917,833,0.0059
43917.48264,817,0.0054
43917.48611,796,0.0049
43917.48958,762,0.0044
43917.49306,753,0.0047
43917.49653,763,0.005
43917.5,702,0.0053
43917.50347,746,0.0051
43917.50694,686,0.0048
43917.51042,669,0.0045
43917.51389,663,0.0051
43917.51736,680,0.0056
43917.52083,648,0.0061
43917.52431,651,0.0061
43917.52778,672,0.0061
43917.53125,642,0.0061
43917.53472,623,0.0063
43917.53819,664,0.0064
43917.54167,640,0.0065
43917.54514,621,0.0063
43917.54861,622,0.006
43917.55208,619,0.0057
43917.55556,599,0.0063
43917.55903,617,0.0068
43917.5625,615,0.0074
43917.56597,678,0.0078
43917.56944,664,0.0082
43917.57292,683,0.0086
43917.57639,668,0.0085
43917.57986,685,0.0084
43917.58333,731,0.0082
43917.58681,666,0.0081
43917.59028,693,0.0079
43917.59375,719,0.0078
43917.59722,699,0.0078
43917.60069,702,0.0079
43917.60417,744,0.0079
43917.60764,705,0.0075
43917.61111,699,0.0071
43917.61458,689,0.0067
43917.61806,695,0.0068
43917.62153,682,0.0069
43917.625,725,0.007
43917.62847,663,0.0075
43917.63194,724,0.008
43917.63542,727,0.0085
43917.63889,759,0.0079
43917.64236,749,0.0073
43917.64583,699,0.0068
43917.64931,747,0.007
43917.65278,765,0.0073
43917.65625,749,0.0076
43917.65972,760,0.0076
43917.66319,813,0.0077
43917.66667,787,0.0077
43917.67014,783,0.0062
43917.67361,744,0.0047
43917.67708,749,0.0031
43917.68056,749,0.0033
43917.68403,718,0.0034
43917.6875,709,0.0036
43917.69097,731,0.0041
43917.69444,750,0.0045
43917.69792,739,0.005
43917.70139,750,0.0049
43917.70486,763,0.0049
43917.70833,783,0.0049
43917.71181,796,0.0032
43917.71528,743,0.0016
43917.71875,667,0
43917.72222,646,0
43917.72569,617,0
43917.72917,597,0
43917.73264,561,0
43917.73611,540,0
43917.73958,527,0
43917.74306,515,0
43917.74653,503,0
43917.75,506,0
43917.75347,499,0
43917.75694,506,0
43917.76042,485,0
43917.76389,484,0
43917.76736,487,0
43917.77083,487,0
43917.77431,477,0
43917.77778,478,0
43917.78125,477,0
43917.78472,479,0
43917.78819,474,0
43917.79167,470,0
43917.79514,474,0
43917.79861,473,0
43917.80208,484,0
43917.80556,476,0
43917.80903,474,0
43917.8125,481,0
43917.81597,484,0
43917.81944,476,0
43917.82292,489,0
43917.82639,500,0
43917.82986,487,0
43917.83333,484,0
43917.83681,492,0
43917.84028,489,0
43917.84375,493,0
43917.84722,518,0
43917.85069,504,0
43917.85417,498,0
43917.85764,495,0
43917.86111,509,0
43917.86458,501,0
43917.86806,509,0
43917.87153,516,0
43917.875,511,0
43917.87847,511,0
43917.88194,516,0
43917.88542,522,0
43917.88889,525,0
43917.89236,523,0
43917.89583,514,0
43917.89931,520,0
43917.90278,528,0
43917.90625,506,0
43917.90972,535,0
43917.91319,540,0
43917.91667,519,0
43917.92014,543,0
43917.92361,553,0
43917.92708,518,0
43917.93056,520,0
43917.93403,532,0
43917.9375,546,0
43917.94097,572,0
43917.94444,532,0
43917.94792,539,0
43917.95139,535,0
43917.95486,531,0
43917.95833,540,0
43917.96181,543,0
43917.96528,580,0
43917.96875,576,0
43917.97222,587,0
43917.97569,553,0
43917.97917,548,0
43917.98264,547,0
43917.98611,599,0
43917.98958,577,0
43917.99306,587,0.0007
43917.99653,568,0.0015
43918,605,0.0022
43918.00347,610,0.0045
43918.00694,678,0.0068
43918.01042,795,0.0092
43918.01389,891,0.0088
43918.01736,949,0.0085
43918.02083,922,0.0082
43918.02431,868,0.0062
43918.02778,914,0.0041
43918.03125,953,0.0021
43918.03472,910,0.0014
43918.03819,846,0.0007
43918.04167,895,0
43918.04514,967,0.001
43918.04861,982,0.0019
43918.05208,947,0.0029
43918.05556,922,0.002
43918.05903,838,0.0011
43918.0625,863,0.0002
43918.06597,967,0.001
43918.06944,970,0.0017
43918.07292,918,0.0025
43918.07639,903,0.0022
43918.07986,863,0.0018
43918.08333,890,0.0014
43918.08681,974,0.002
43918.09028,971,0.0026
43918.09375,948,0.0032
43918.09722,912,0.0022
43918.10069,889,0.0012
43918.10417,857,0.0002
43918.10764,891,0.0016
43918.11111,987,0.003
43918.11458,983,0.0044
43918.11806,934,0.0031
43918.12153,887,0.0017
43918.125,879,0.0004
43918.12847,898,0.0016
43918.13194,958,0.0028
43918.13542,991,0.004
43918.13889,954,0.0027
43918.14236,918,0.0015
43918.14583,887,0.0003
43918.14931,888,0.0015
43918.15278,913,0.0027
43918.15625,1000,0.0039
43918.15972,959,0.0028
43918.16319,937,0.0017
43918.16667,903,0.0005
43918.17014,886,0.0015
43918.17361,913,0.0024
43918.17708,981,0.0033
43918.18056,966,0.0024
43918.18403,931,0.0014
43918.1875,892,0.0005
43918.19097,879,0.0012
43918.19444,913,0.0018
43918.19792,935,0.0025
43918.20139,928,0.002
43918.20486,928,0.0014
43918.20833,864,0.0009
43918.21181,877,0.0028
43918.21528,959,0.0046
43918.21875,1009,0.0064
43918.22222,985,0.0044
43918.22569,948,0.0024
43918.22917,935,0.0003
43918.23264,890,0.0008
43918.23611,873,0.0012
43918.23958,948,0.0016
43918.24306,985,0.0016
43918.24653,949,0.0016
43918.25,938,0.0016
43918.25347,886,0.0018
43918.25694,896,0.002
43918.26042,949,0.0022
43918.26389,951,0.0018
43918.26736,926,0.0013
43918.27083,876,0.0009
43918.27431,891,0.0014
43918.27778,943,0.0018
43918.28125,910,0.0023
43918.28472,887,0.0024
43918.28819,927,0.0024
43918.29167,945,0.0024
43918.29514,913,0.0021
43918.29861,906,0.0018
43918.30208,925,0.0015
43918.30556,906,0.0018
43918.30903,897,0.0021
43918.3125,895,0.0024
43918.31597,965,0.0025
43918.31944,955,0.0027
43918.32292,925,0.0028
43918.32639,924,0.0023
43918.32986,893,0.0018
43918.33333,905,0.0013
43918.33681,922,0.0019
43918.34028,907,0.0024
43918.34375,885,0.003
43918.34722,946,0.0031
43918.35069,953,0.0033
43918.35417,921,0.0034
43918.35764,901,0.0032
43918.36111,895,0.0029
43918.36458,934,0.0027
43918.36806,896,0.003
43918.37153,923,0.0033
43918.375,906,0.0036
43918.37847,869,0.0044
43918.38194,915,0.0052
43918.38542,923,0.0059
43918.38889,842,0.0057
43918.39236,889,0.0056
43918.39583,907,0.0054
43918.39931,850,0.0058
43918.40278,873,0.0061
43918.40625,865,0.0065
43918.40972,904,0.0062
43918.41319,843,0.0058
43918.41667,832,0.0055
43918.42014,855,0.0063
43918.42361,845,0.0071
43918.42708,855,0.0079
43918.43056,822,0.0085
43918.43403,864,0.0091
43918.4375,909,0.0097
43918.44097,932,0.0083
43918.44444,882,0.0068
43918.44792,820,0.0053
43918.45139,824,0.0058
43918.45486,836,0.0062
43918.45833,829,0.0066
43918.46181,852,0.0067
43918.46528,855,0.0068
43918.46875,824,0.0069
43918.47222,818,0.0067
43918.47569,822,0.0065
43918.47917,803,0.0063
43918.48264,784,0.0059
43918.48611,739,0.0055
43918.48958,727,0.0051
43918.49306,736,0.0048
43918.49653,688,0.0045
43918.5,680,0.0043
43918.50347,648,0.0049
43918.50694,668,0.0055
43918.51042,652,0.0062
43918.51389,628,0.0064
43918.51736,652,0.0066
43918.52083,623,0.0069
43918.52431,659,0.007
43918.52778,661,0.0071
43918.53125,624,0.0072
43918.53472,659,0.0068
43918.53819,622,0.0065
43918.54167,591,0.0061
43918.54514,641,0.0069
43918.54861,610,0.0076
43918.55208,637,0.0083
43918.55556,689,0.0086
43918.55903,661,0.0089
43918.5625,710,0.0092
43918.56597,684,0.0084
43918.56944,617,0.0075
43918.57292,657,0.0066
43918.57639,667,0.0073
43918.57986,691,0.008
43918.58333,645,0.0087
43918.58681,698,0.0086
43918.59028,644,0.0084
43918.59375,702,0.0082
43918.59722,712,0.0085
43918.60069,700,0.0087
43918.60417,713,0.009
43918.60764,731,0.0087
43918.61111,738,0.0084
43918.61458,695,0.0081
43918.61806,714,0.0079
43918.62153,685,0.0077
43918.625,716,0.0075
43918.62847,716,0.0081
43918.63194,755,0.0087
43918.63542,760,0.0093
43918.63889,760,0.0085
43918.64236,730,0.0077
43918.64583,738,0.0069
43918.64931,759,0.0073
43918.65278,749,0.0077
43918.65625,753,0.0081
43918.65972,818,0.0086
43918.66319,837,0.0092
43918.66667,890,0.0097
43918.67014,924,0.0089
43918.67361,882,0.008
43918.67708,852,0.0071
43918.68056,896,0.0067
43918.68403,920,0.0063
43918.6875,899,0.006
43918.69097,856,0.0054
43918.69444,884,0.0048
43918.69792,901,0.0041
43918.70139,876,0.0044
43918.70486,951,0.0047
43918.70833,929,0.005
43918.71181,840,0.0033
43918.71528,787,0.0017
43918.71875,755,0
43918.72222,711,0
43918.72569,644,0
43918.72917,607,0
43918.73264,626,0
43918.73611,572,0
43918.73958,586,0
43918.74306,553,0
43918.74653,550,0
43918.75,548,0
43918.75347,579,0
43918.75694,548,0
43918.76042,547,0
43918.76389,557,0
43918.76736,539,0
43918.77083,531,0
43918.77431,514,0.0005
43918.77778,515,0.0009
43918.78125,499,0.0014
43918.78472,482,0.0017
43918.78819,478,0.0021
43918.79167,486,0.0025
43918.79514,481,0.0018
43918.79861,482,0.001
43918.80208,482,0.0002
43918.80556,493,0.0002
43918.80903,514,0.0001
43918.8125,489,0.0001
43918.81597,482,0.0001
43918.81944,492,0.0001
43918.82292,514,0.0001
43918.82639,511,0.0001
43918.82986,514,0.0001
43918.83333,503,0
43918.83681,512,0
43918.84028,519,0
43918.84375,551,0
43918.84722,521,0
43918.85069,525,0
43918.85417,519,0
43918.85764,518,0
43918.86111,565,0
43918.86458,529,0
43918.86806,524,0
43918.87153,538,0
43918.875,523,0
43918.87847,563,0
43918.88194,571,0
43918.88542,583,0
43918.88889,523,0
43918.89236,538,0
43918.89583,577,0
43918.89931,569,0
43918.90278,529,0
43918.90625,551,0
43918.90972,566,0
43918.91319,575,0
43918.91667,572,0
43918.92014,571,0
43918.92361,578,0
43918.92708,569,0
43918.93056,562,0
43918.93403,573,0
43918.9375,576,0
43918.94097,582,0
43918.94444,579,0
43918.94792,578,0
43918.95139,579,0
43918.95486,581,0
43918.95833,561,0
43918.96181,579,0
43918.96528,577,0
43918.96875,577,0
43918.97222,569,0
43918.97569,587,0
43918.97917,572,0
43918.98264,617,0
43918.98611,598,0
43918.98958,567,0
43918.99306,576,0.0018
43918.99653,619,0.0035
43919,599,0.0053
43919.00347,647,0.0068
43919.00694,722,0.0083
43919.01042,812,0.0097
43919.01389,904,0.0094
43919.01736,950,0.0091
43919.02083,901,0.0087
43919.02431,874,0.0067
43919.02778,938,0.0047
43919.03125,938,0.0026
43919.03472,932,0.0018
43919.03819,893,0.0009
43919.04167,909,0
43919.04514,935,0.0008
43919.04861,887,0.0016
43919.05208,932,0.0025
43919.05556,912,0.0024
43919.05903,876,0.0024
43919.0625,887,0.0024
43919.06597,1006,0.0024
43919.06944,1013,0.0024
43919.07292,954,0.0024
43919.07639,  NaN,0.0024
43919.07986,  NaN,0.0024
43919.08333,  NaN,0.0023
43919.08681,  NaN,0.0017
43919.09028,  NaN,0.0011
43919.09375,  NaN,0.0005
43919.09722,  NaN,0.0005
43919.10069,  NaN,0.0005
43919.10417,  NaN,0.0005
43919.10764,  NaN,0.0005
43919.11111,  NaN,0.0005
43919.11458,  NaN,0.0004
43919.11806,  NaN,0.0004
43919.12153,  NaN,0.0004
43919.125,901,0.0004
43919.12847,897,0.002
43919.13194,1009,0.0035
43919.13542,1012,0.0051
43919.13889,968,0.0034
43919.14236,944,0.0017
43919.14583,907,0
43919.14931,972,0
43919.15278,981,0
43919.15625,960,0
43919.15972,945,0
43919.16319,920,0
43919.16667,905,0
43919.17014,924,0
43919.17361,895,0
43919.17708,910,0
43919.18056,927,0.0007
43919.18403,882,0.0014
43919.1875,928,0.0021
43919.19097,948,0.0018
43919.19444,907,0.0015
43919.19792,871,0.0012
43919.20139,893,0.0019
43919.20486,943,0.0026
43919.20833,912,0.0032
43919.21181,892,0.0036
43919.21528,935,0.004
43919.21875,971,0.0044
43919.22222,950,0.0032
43919.22569,891,0.002
43919.22917,882,0.0009
43919.23264,934,0.0014
43919.23611,947,0.0019
43919.23958,909,0.0024
43919.24306,892,0.0028
43919.24653,877,0.0032
43919.25,978,0.0036
43919.25347,992,0.0029
43919.25694,947,0.0023
43919.26042,902,0.0016
43919.26389,893,0.0018
43919.26736,959,0.0021
43919.27083,915,0.0024
43919.27431,876,0.0024
43919.27778,910,0.0023
43919.28125,939,0.0023
43919.28472,892,0.0028
43919.28819,896,0.0032
43919.29167,984,0.0037
43919.29514,980,0.0032
43919.29861,945,0.0027
43919.30208,931,0.0023
43919.30556,916,0.0024
43919.30903,890,0.0025
43919.3125,920,0.0027
43919.31597,940,0.0027
43919.31944,905,0.0027
43919.32292,906,0.0027
43919.32639,887,0.0034
43919.32986,928,0.0041
43919.33333,942,0.0048
43919.33681,922,0.0049
43919.34028,900,0.005
43919.34375,909,0.005
43919.34722,906,0.0059
43919.35069,876,0.0068
43919.35417,911,0.0078
43919.35764,927,0.0083
43919.36111,893,0.0089
43919.36458,938,0.0094
43919.36806,912,0.0092
43919.37153,918,0.009
43919.375,912,0.0088
43919.37847,884,0.0091
43919.38194,922,0.0094
43919.38542,928,0.0097
43919.38889,890,0.0097
43919.39236,912,0.0097
43919.39583,921,0.0097
43919.39931,882,0.0097
43919.40278,916,0.0097
43919.40625,887,0.0097
43919.40972,879,0.0097
43919.41319,983,0.0097
43919.41667,923,0.0097
43919.42014,891,0.0097
43919.42361,901,0.0097
43919.42708,918,0.0096
43919.43056,890,0.0079
43919.43403,834,0.0063
43919.4375,859,0.0046
43919.44097,876,0.0058
43919.44444,937,0.0071
43919.44792,905,0.0083
43919.45139,863,0.0078
43919.45486,901,0.0074
43919.45833,863,0.0069
43919.46181,901,0.0074
43919.46528,945,0.0079
43919.46875,882,0.0084
43919.47222,954,0.0078
43919.47569,893,0.0073
43919.47917,918,0.0068
43919.48264,885,0.0073
43919.48611,897,0.0079
43919.48958,949,0.0084
43919.49306,877,0.0084
43919.49653,853,0.0084
43919.5,896,0.0084
43919.50347,966,0.0085
43919.50694,945,0.0085
43919.51042,902,0.0086
43919.51389,846,0.0079
43919.51736,833,0.0072
43919.52083,830,0.0065
43919.52431,866,0.0072
43919.52778,865,0.0078
43919.53125,859,0.0085
43919.53472,879,0.0078
43919.53819,863,0.0071
43919.54167,840,0.0064
43919.54514,807,0.0061
43919.54861,808,0.0058
43919.55208,790,0.0054
43919.55556,808,0.0057
43919.55903,802,0.0059
43919.5625,802,0.0062
43919.56597,807,0.0067
43919.56944,818,0.0072
43919.57292,877,0.0078
43919.57639,866,0.0077
43919.57986,880,0.0076
43919.58333,930,0.0075
43919.58681,851,0.006
43919.59028,829,0.0046
43919.59375,827,0.0031
43919.59722,865,0.0042
43919.60069,890,0.0053
43919.60417,907,0.0064
43919.60764,837,0.0057
43919.61111,843,0.0049
43919.61458,837,0.0041
43919.61806,845,0.0047
43919.62153,904,0.0052
43919.625,868,0.0058
43919.62847,811,0.0054
43919.63194,855,0.005
43919.63542,897,0.0045
43919.63889,838,0.0048
43919.64236,866,0.0051
43919.64583,885,0.0054
43919.64931,932,0.0051
43919.65278,855,0.0048
43919.65625,911,0.0044
43919.65972,909,0.0043
43919.66319,854,0.0042
43919.66667,864,0.0041
43919.67014,931,0.0044
43919.67361,895,0.0046
43919.67708,926,0.0049
43919.68056,975,0.0039
43919.68403,942,0.0029
43919.6875,901,0.002
43919.69097,876,0.0022
43919.69444,916,0.0024
43919.69792,913,0.0026
43919.70139,857,0.0027
43919.70486,849,0.0028
43919.70833,893,0.0028
43919.71181,934,0.0022
43919.71528,918,0.0016
43919.71875,872,0.0009
43919.72222,855,0.0006
43919.72569,819,0.0003
43919.72917,807,0
43919.73264,796,0
43919.73611,767,0
43919.73958,762,0
43919.74306,739,0
43919.74653,717,0
43919.75,705,0
43919.75347,707,0
43919.75694,675,0
43919.76042,667,0
43919.76389,686,0
43919.76736,672,0
43919.77083,657,0
43919.77431,590,0
43919.77778,580,0
43919.78125,569,0
43919.78472,528,0
43919.78819,520,0
43919.79167,514,0
43919.79514,511,0
43919.79861,524,0
43919.80208,519,0
43919.80556,527,0
43919.80903,527,0
43919.8125,518,0
43919.81597,525,0
43919.81944,539,0
43919.82292,562,0
43919.82639,538,0
43919.82986,579,0
43919.83333,569,0
43919.83681,578,0
43919.84028,582,0
43919.84375,562,0
43919.84722,546,0
43919.85069,573,0
43919.85417,580,0
43919.85764,575,0
43919.86111,561,0
43919.86458,596,0
43919.86806,565,0
43919.87153,565,0
43919.875,612,0
43919.87847,562,0
43919.88194,567,0
43919.88542,587,0
43919.88889,568,0
43919.89236,560,0
43919.89583,571,0
43919.89931,594,0
43919.90278,579,0
43919.90625,577,0
43919.90972,601,0
43919.91319,621,0
43919.91667,593,0
43919.92014,566,0
43919.92361,603,0
43919.92708,595,0
43919.93056,612,0
43919.93403,619,0
43919.9375,607,0
43919.94097,617,0
43919.94444,579,0
43919.94792,619,0
43919.95139,628,0
43919.95486,637,0
43919.95833,645,0
43919.96181,639,0
43919.96528,608,0
43919.96875,628,0
43919.97222,611,0
43919.97569,596,0
43919.97917,616,0
43919.98264,656,0
43919.98611,642,0
43919.98958,656,0
43919.99306,673,0
43919.99653,655,0
43920,630,0
43920.00347,695,0
43920.00694,761,0
43920.01042,837,0
43920.01389,897,0
43920.01736,972,0
43920.02083,957,0
43920.02431,929,0
43920.02778,907,0
43920.03125,896,0
43920.03472,891,0
43920.03819,951,0
43920.04167,987,0
43920.04514,963,0.0022
43920.04861,950,0.0043
43920.05208,885,0.0065
43920.05556,917,0.0071
43920.05903,933,0.0076
43920.0625,913,0.0082
43920.06597,906,0.0058
43920.06944,862,0.0035
43920.07292,923,0.0012
43920.07639,960,0.0014
43920.07986,948,0.0016
43920.08333,971,0.0018
43920.08681,951,0.0015
43920.09028,956,0.0012
43920.09375,929,0.0008
43920.09722,912,0.0007
43920.10069,924,0.0006
43920.10417,906,0.0005
43920.10764,901,0.0008
43920.11111,901,0.001
43920.11458,898,0.0013
43920.11806,937,0.0015
43920.12153,959,0.0017
43920.125,912,0.0019
43920.12847,898,0.0019
43920.13194,892,0.0019
43920.13542,940,0.0019
43920.13889,951,0.0019
43920.14236,947,0.002
43920.14583,944,0.002
43920.14931,913,0.0016
43920.15278,920,0.0011
43920.15625,903,0.0007
